window_end_ts,p50_ingest_ms,p95_ingest_ms,p50_feature_ms,p95_feature_ms
2025-08-15T10:00:03+00:00,0.12,0.23,501.93,944.21
2025-08-15T10:00:03+00:00,0.16,0.23,503.36,954.11
2025-08-15T10:00:03+00:00,0.11,0.22,511.37,948.55
2025-08-15T10:00:03+00:00,0.12,0.23,507.09,960.62
2025-08-15T10:00:03+00:00,0.12,0.21,507.98,948.86
2025-08-15T10:00:03+00:00,0.15,2.23,493.66,940.08
2025-08-15T10:00:03+00:00,0.11,0.23,512.44,962.12
2025-08-15T10:00:03+00:00,0.12,0.25,502.0,942.78
2025-08-15T10:00:03+00:00,0.11,0.21,508.2,954.72
2025-08-15T10:00:03+00:00,0.1,0.24,509.93,952.98
2025-08-15T10:00:03+00:00,0.07,0.16,508.32,948.55
2025-08-15T10:00:03+00:00,0.06,0.1,502.59,945.33
2025-08-15T10:00:03+00:00,0.09,0.35,520.48,961.81
2025-08-15T10:00:03+00:00,0.07,0.19,504.48,950.52
2025-08-15T10:00:03+00:00,0.07,0.12,498.58,941.32
2025-08-15T10:00:03+00:00,0.09,0.22,509.1,955.94
2025-08-15T10:00:03+00:00,0.14,2.31,499.0,954.02
2025-08-15T10:00:03+00:00,0.09,0.24,512.06,955.8
2025-08-15T10:00:03+00:00,0.09,0.22,497.18,947.03
2025-08-15T10:00:03+00:00,0.06,0.13,506.87,959.63
2025-08-15T10:00:03+00:00,0.11,1.13,488.71,950.06
2025-08-15T10:00:03+00:00,0.07,0.16,508.58,952.38
2025-08-15T10:00:03+00:00,0.08,0.19,503.16,947.28
2025-08-15T10:00:03+00:00,0.08,0.15,507.56,955.78
2025-08-15T10:00:03+00:00,0.08,0.49,513.41,956.65
2025-08-15T10:00:03+00:00,0.1,0.37,501.01,942.52
2025-08-15T10:00:03+00:00,0.09,0.2,507.69,960.25
2025-08-15T10:00:03+00:00,0.08,0.64,502.78,953.26
2025-08-15T10:00:03+00:00,0.07,0.13,500.76,941.74
2025-08-15T10:00:03+00:00,0.08,0.51,501.45,959.89
2025-08-15T10:00:03+00:00,0.07,0.14,503.49,941.3
2025-08-15T10:00:03+00:00,0.09,0.21,505.28,950.78
2025-08-15T10:00:03+00:00,0.09,0.85,498.81,950.03
2025-08-15T10:00:03+00:00,0.08,0.38,507.02,949.31
2025-08-15T10:00:03+00:00,0.06,0.12,508.01,951.5
2025-08-15T10:00:03+00:00,0.06,0.37,506.38,954.23
2025-08-15T10:00:03+00:00,0.08,0.19,514.02,959.41
2025-08-15T10:00:03+00:00,0.06,0.14,512.42,955.62
2025-08-15T10:00:03+00:00,0.08,0.63,501.29,951.49
2025-08-15T10:00:03+00:00,0.08,0.21,498.38,941.17
2025-08-15T10:00:03+00:00,0.1,0.22,505.56,952.43
2025-08-15T10:00:03+00:00,0.07,0.22,506.74,949.16
2025-08-15T10:00:03+00:00,0.07,0.16,506.86,951.23
2025-08-15T10:00:03+00:00,0.11,1.34,504.68,949.95
2025-08-15T10:00:03+00:00,0.08,0.17,498.85,948.67
2025-08-15T10:00:03+00:00,0.07,0.18,496.41,947.92
2025-08-15T10:00:03+00:00,0.07,0.16,505.92,945.7
2025-08-15T10:00:03+00:00,0.06,0.14,510.28,955.7
2025-08-15T10:00:03+00:00,0.08,0.38,511.29,959.82
2025-08-15T10:00:03+00:00,0.09,0.21,498.38,941.35
2025-08-15T10:00:03+00:00,0.08,0.18,501.37,947.55
2025-08-15T10:00:03+00:00,0.08,0.89,502.21,954.75
2025-08-15T10:00:03+00:00,0.08,0.3,512.11,955.92
2025-08-15T10:00:03+00:00,0.08,0.18,504.13,943.46
2025-08-15T10:00:03+00:00,0.06,0.13,506.47,948.3
2025-08-15T10:00:03+00:00,0.14,11.11,480.12,954.67
2025-08-15T10:00:03+00:00,0.08,0.19,510.83,951.83
2025-08-15T10:00:03+00:00,0.08,0.21,517.26,958.86
2025-08-15T10:00:03+00:00,0.07,0.18,500.8,942.12
2025-08-15T10:00:03+00:00,0.08,0.17,500.54,951.27
2025-08-15T10:00:03+00:00,0.09,0.2,304.9,562.46
